# Simulated random data file for batch processing
# timestamp: 2018-11-01 14:43:56
#JSC
#--------------------

"varX","varY"
0.864609886193648,0.961337844375521
0.473381834803149,0.00483845849521458
0.725603317609057,0.352282086387277
0.716758500784636,0.512007635785267
0.666782311163843,0.73444351926446
0.544382534455508,NA
0.849470284301788,0.053094343515113
0.818978937575594,0.11838017986156
0.575925260549411,0.0536419549025595
0.365438996115699,0.819566810037941
0.178310734918341,0.333602195372805
0.256354352459311,0.815026859752834
0.46387735218741,0.523387211374938
0.112353736069053,0.439927775179967
0.446896661072969,0.230647973483428
NA,NA
0.299754652427509,0.168035962386057
0.0019650561735034,0.392608378315344
NA,0.29662764724344
0.670997658278793,0.92344890604727
0.967481177765876,NA
0.690555488225073,0.0590592226944864
0.176753472536802,0.212930685607716
0.413601957261562,NA
0.102409552782774,0.548111168667674
NA,0.213642780901864
0.184394352370873,0.260250687133521
0.464522158028558,0.826010930584744
NA,0.657908577704802
0.250857904786244,0.806536430260167
0.200235510477796,0.788284578360617
0.194425191031769,0.25627117161639
