# Simulated random data file for batch processing
# timestamp: 2018-11-01 14:43:56
#JSC
#--------------------

"varX","varY"
0.102191125275567,0.872574233449996
0.236364795593545,0.0871063536033034
0.772040967829525,0.387673956109211
0.285262505058199,0.441681385273114
0.308292188914493,0.0127464323304594
0.515649501001462,0.264773631934077
0.600882567698136,0.738927785307169
0.892290223855525,0.000132150249555707
0.157410499639809,0.660079087596387
0.395633881213143,0.508743557846174
0.114644244546071,0.410175767028704
0.565250770421699,0.978670404059812
0.96102135325782,0.126832216279581
0.224714721553028,0.521122400416061
0.744375022361055,0.61017880262807
0.807285472285002,0.669979240279645
0.228258721530437,0.776013285154477
0.702457645907998,0.418812613002956
0.633203777018934,0.713774532312527
0.942503253463656,0.32392669050023
0.98608037410304,0.852785837138072
0.140391276683658,0.762161523103714
0.440241113770753,0.354716853704304
0.470102980034426,0.782758316257969
0.478118794271722,0.983971499139443
0.699501849943772,0.406859666341916
0.649361732415855,0.868604043265805
0.577060793060809,0.834645154420286
0.597627293551341,0.996144950157031
0.86018227529712,0.591433965833858
0.170354732777923,0.616954735480249
0.691416425863281,0.466634313575923
0.674183789407834,0.124146493617445
0.382705397438258,0.522767772898078
0.395784097723663,0.275578086730093
0.780530150281265,0.952860996825621
0.687964368844405,0.0802935699466616
0.41543557215482,0.644321210682392
0.113811023533344,0.60412393626757
0.413756672292948,0.444193194387481
0.293692430714145,0.990058494033292
0.39381652395241,0.235028330003843
0.271996692288667,0.20348695712164
0.461671182885766,0.773319646483287
0.197646930813789,0.604586991248652
0.248216625768691,0.173583343625069
0.228855512337759,0.0673273836728185
0.8135974353645,0.138104571960866
0.616463591577485,0.13394240476191
0.0308628894854337,0.114811009727418
0.585357340984046,0.0195638919249177
0.596751823555678,0.571355507941917
0.092812770511955,0.454495738260448
0.502071384573355,0.177220655838028
0.186758831841871,0.685682525625452
0.731638643192127,0.593132146866992
0.491503611207008,0.0495288399979472
0.562661662232131,0.968772628577426
0.830979392165318,0.895455808844417
0.779920138651505,0.806913756066933
0.0131680544000119,0.155683390330523
0.199340211926028,0.662020493065938
0.387976184720173,0.569120364962146
0.568290088325739,0.0361769793089479
0.280998267466202,0.949006434064358
0.611029587220401,0.0426967837847769
0.13907366595231,0.129202052950859
0.45807863608934,0.0142102502286434
0.513892797520384,0.944711463293061
0.492154382867739,0.84556657797657
0.790119292214513,0.0808983291499317
0.486130010336637,0.536966884508729
0.373196826316416,0.433765804162249
0.636054858099669,0.803244408220053
0.776441856054589,0.779470562702045
0.23321865289472,0.871124314377084
0.356710170395672,0.133189749205485
0.639700722880661,0.126032846746966
0.947554954560474,0.520177886355668
0.204454920254648,0.58942486345768
0.858010309515521,0.118256620597094
0.338126027723774,0.341297772713006
0.107448012800887,0.200649749021977
0.693427957827225,0.100395981455222
0.755290421657264,0.102608931483701
0.111260598758236,0.681715929415077
0.559699979610741,0.478664567926899
0.0999377986881882,0.453945540823042
0.288548839278519,0.53152838582173
0.219278134871274,0.921185149112716
0.926010692724958,0.302276592701674
0.588155685458332,0.673112995456904
0.619441451271996,0.514711754862219
0.0701781930401921,0.629789889790118
0.460339926183224,0.328341151354834
