# Simulated random data file for batch processing
# timestamp: 2018-11-01 14:43:56
#JSC
#--------------------

"varX","varY"
0.246722468174994,0.443470583064482
0.76010164921172,0.837156693683937
0.971877450123429,0.832598096691072
0.100388325285167,NA
NA,NA
0.291809584014118,0.0993237681686878
NA,0.861231215531006
NA,NA
0.0300924684852362,0.269831783603877
0.164938162546605,0.20553526817821
0.174651234410703,0.140758144203573
0.850570691749454,0.261760506778955
0.652171049499884,0.98352848412469
NA,0.939965581987053
0.153389911632985,NA
0.922061420977116,0.632434174418449
0.726136408047751,NA
0.218912785407156,0.615574493538588
0.173637728905305,0.771609147079289
0.390387413557619,0.990258777746931
NA,0.361392536433414
0.47941871243529,0.497989003546536
0.271780850365758,0.737622745800763
