# Simulated random data file for batch processing
# timestamp: 2018-11-01 14:43:56
#JSC
#--------------------

"varX","varY"
0.000758256297558546,0.109970571473241
0.787049999460578,0.527287465520203
0.0393528172280639,0.774796616751701
0.361308852909133,0.170679373899475
0.606409309897572,0.771761016221717
0.670747570460662,0.36275595612824
0.843368344241753,0.274732756894082
0.177932610269636,0.873762686969712
0.880502272164449,0.477942244848236
0.859434985788539,0.746224630158395
0.233842396177351,0.056940151611343
0.193188003264368,0.954095147550106
0.121829715324566,0.173977787140757
NA,0.0949310667347163
0.0141135340090841,0.411672109505162
0.302545305108652,0.75251154252328
0.399725596187636,0.080990057438612
NA,NA
0.206265327055007,0.744774814462289
0.110539519460872,0.733580950880423
0.416770747164264,0.00587053969502449
0.150845699477941,0.417455337475985
0.844882494304329,0.831327327294275
0.490096015622839,0.806716040475294
0.664773043477908,0.00829561916179955
0.111610840540379,0.320666116895154
0.862165364436805,0.312331179622561
0.800453113159165,0.966071484843269
0.100346929626539,0.269319573882967
0.173723997781053,0.933224422624335
0.00270901108160615,0.912141351494938
0.523219506256282,0.92190993251279
0.492165203904733,0.977094475645572
0.880778794409707,0.450748451985419
0.196030961349607,0.304073748411611
0.956514716148376,0.313086509006098
0.157068983418867,0.080857602879405
0.395857695490122,0.550650674384087
NA,0.29186176112853
0.51368490094319,0.641280060866848
0.195466121891513,0.271169402636588
0.0922918228898197,0.714835704071447
0.0175819043070078,0.749812410911545
0.708767700940371,0.63669326575473
0.477942599449307,NA
0.220400764141232,0.456674899440259
0.843346277019009,0.947191039798781
0.810014231130481,0.138522589812055
0.0502273142337799,0.898788815364242
0.878675199346617,0.446756947785616
0.595290675293654,0.614302509231493
0.233089947840199,0.367347832769156
0.621582285268232,0.785632583778352
0.642207958502695,0.93786949547939
0.955946719739586,0.899052892113104
0.48822555388324,0.369392643216997
0.108514976687729,0.507416513748467
0.114865086739883,0.096308995038271
0.290104503743351,0.98386145895347
0.552669216413051,0.524807208916172
0.573169925948605,0.469494110206142
0.925080901943147,0.974252783227712
0.532602112274617,0.0689347325824201
0.0682010650634766,NA
0.961203020531684,0.0504913907498121
0.882551124785095,0.24745382880792
0.450565289473161,0.892667018808424
0.961814690148458,0.842100485228002
0.673074664315209,0.344112091464922
0.395504959626123,0.4453695488628
0.237958369078115,0.417044318513945
0.770525784930214,0.375434937654063
0.881562666734681,0.332917898893356
0.617554704425856,0.65587575850077
0.0993497946765274,0.0593058366794139
0.733151838649064,0.518021196126938
0.500909184571356,0.816501020919532
0.209018651861697,0.611442749854177
0.540746461832896,0.395745839225128
0.0588537980802357,0.749849521555007
NA,0.662875420413911
0.00700514367781579,0.0251745467539877
0.26626459765248,0.458315868861973
0.413879666011781,0.437178429448977
0.788019146537408,0.551874073687941
0.627286943374202,0.248551218537614
0.481532948557287,0.0138549364637583
0.684598214225844,0.342031732900068
0.735448475694284,0.795292877824977
0.104187810793519,0.517254449194297
0.171984163112938,0.272296733222902
0.418443209026009,0.529695722507313
0.736953995656222,0.0646013547666371
0.691863511921838,0.456300527323037
0.868162967497483,NA
0.189953624270856,0.289562155492604
0.672944905934855,0.24041284667328
