# Simulated random data file for batch processing
# timestamp: 2018-11-01 14:43:56
#JSC
#--------------------

"varX","varY"
0.848054149653763,0.935735940933228
0.663757960079238,0.0720775155350566
0.358943235129118,0.218439326621592
0.323571142973378,0.234935763990507
0.357959618559107,0.429442516295239
0.233590821735561,0.199772286461666
NA,0.923236732371151
0.451967023313046,0.165764859877527
0.234581717755646,0.527517839800566
NA,0.606400895630941
0.805275981547311,0.629547629738227
0.196421411121264,NA
0.467944866511971,0.716835510917008
0.92328427080065,0.613559457939118
0.292220326140523,0.59221410471946
0.0974263458047062,0.403037777869031
0.979869867675006,0.86247709649615
0.940869710873812,0.824000883847475
0.712089957902208,0.343064405955374
NA,0.0488540560472757
0.932350494666025,0.470807085046545
0.126879352843389,NA
0.457496776245534,NA
0.630875997012481,0.435780745698139
0.806697105756029,0.232398717897013
0.549484591232613,0.327816075645387
0.50252137100324,0.803287943825126
0.648426168365404,0.177834000904113
0.296410449314862,0.0467392026912421
0.35493352659978,0.517501161433756
NA,0.370650858618319
0.182457879884169,0.693688029423356
0.344040349125862,0.875625373329967
0.639186183223501,0.94164798874408
0.489864638308063,0.172824910841882
NA,0.240209984127432
0.833504814887419,NA
0.198004017816857,0.891098679276183
0.452933626249433,0.151177227497101
0.734287149272859,0.760003468953073
0.783885584911332,0.75596369500272
0.639357193838805,0.77874037460424
0.365162018453702,0.0228872341103852
0.406323908129707,0.154709886293858
0.14097467623651,0.579736097250134
0.647437752457336,0.539719542954117
0.992445276351646,0.67370488261804
0.524481485132128,0.579818251077086
0.576118529774249,0.868731398833916
0.0143520303536206,0.0192029194440693
0.473614627961069,NA
0.216554685030133,0.700805850094184
0.0546878303866833,0.927436305908486
0.608406244078651,0.141950648277998
0.201174155343324,0.938245423836634
