#Summary stats for # batch processing of regression models
# NSC
#---------------------

"ID","fileNames","slope","pval","r2"
1,"ranFile001.csv",0.196394238267045,0.338067276293627,0.0510648243968243
2,"ranFile002.csv",-0.146832770813418,0.186759403969785,0.0339233873847761
3,"ranFile003.csv",0.0468550799255994,0.670498212151334,0.00275976212944095
4,"ranFile004.csv",0.0134958076645255,0.912573956002383,0.000146100431232098
5,"ranFile005.csv",-0.250828330425795,0.0212223405580233,0.0678916411100847
6,"ranFile006.csv",-0.166327465089763,0.349286475412185,0.0250696469667172
7,"ranFile007.csv",0.112509144793764,0.279978270718868,0.0134026486086503
8,"ranFile008.csv",-0.153669017166689,0.524156479596298,0.0205829622665055
9,"ranFile009.csv",0.176258128415571,0.506486559779409,0.032136940687718
10,"ranFile010.csv",-0.150196112132882,0.254586855237298,0.0253728602584817
11,"ranFile011.csv",-0.26254782321032,0.248206151908618,0.0529534325865689
12,"ranFile012.csv",-0.283933501038864,0.164312317854461,0.133336612935032
13,"ranFile013.csv",-0.133299587676219,0.554450451435304,0.0209427890484042
14,"ranFile014.csv",0.121082526437989,0.306311041313323,0.0129157171859597
15,"ranFile015.csv",-0.0433886846115371,0.836097321584499,0.00150048622298249
16,"ranFile016.csv",-0.17510888725493,0.228505481770796,0.0436313918370821
17,"ranFile017.csv",0.0601847839452966,0.738321631057585,0.00420196585733809
18,"ranFile018.csv",-0.117521973148044,0.353523435799432,0.0121348729763616
19,"ranFile019.csv",-0.138426857914979,0.307640909770578,0.021229196884658
20,"ranFile020.csv",0.0205737820934576,0.838066146345798,0.000531900653981683
21,"ranFile021.csv",0.086543422933362,0.600586159266328,0.00769092258755496
22,"ranFile022.csv",0.192293227138867,0.255064214620082,0.0300161161076618
23,"ranFile023.csv",-0.0360671737295138,0.802024279569569,0.00144402253412741
24,"ranFile024.csv",0.217290514004772,0.199940773090911,0.0347093419131729
25,"ranFile025.csv",-0.203368241681179,0.115434633362443,0.0331534853301805
26,"ranFile026.csv",-0.351055516085318,0.0236503919539509,0.108668221355301
27,"ranFile027.csv",-0.229310042079672,0.0127258876935881,0.0700185164383171
28,"ranFile028.csv",0.0249195101375645,0.83051942532173,0.000555122380853007
29,"ranFile029.csv",-0.172803811068245,0.688450746939746,0.0167564239848843
30,"ranFile030.csv",-0.0813015589780665,0.779594192705697,0.00503715219169842
31,"ranFile031.csv",-0.0123164119527513,0.981456984190161,8.2862973301351e-05
32,"ranFile032.csv",-0.159111185288894,0.215907419483529,0.0195650226089848
33,"ranFile033.csv",0.0530089262749761,0.611030979918461,0.00295188334903741
34,"ranFile034.csv",0.0258515601447271,0.814485269492459,0.000675313253240405
35,"ranFile035.csv",-0.104342709082971,0.305328143329632,0.0125050086584485
36,"ranFile036.csv",-0.158018761962054,0.26669930085707,0.027958730727498
37,"ranFile037.csv",-0.241383060667924,0.189276775665334,0.0678981750816458
38,"ranFile038.csv",0.113961133026095,0.249859002261824,0.0148497842840679
39,"ranFile039.csv",-0.498950798803324,0.0490670694796113,0.220870649364273
40,"ranFile040.csv",-0.12295520477811,0.608271294305066,0.0133767103700644
41,"ranFile041.csv",-0.0640996995515744,0.600132228048105,0.0029663175071195
42,"ranFile042.csv",0.3922151579821,0.139508820466656,0.160063852150223
43,"ranFile043.csv",-0.0335475875619313,0.821152464821756,0.000756795397225381
44,"ranFile044.csv",0.130202146226212,0.297540236715104,0.019022556626413
45,"ranFile045.csv",0.0595201360061329,0.540594826224079,0.00442133380889652
46,"ranFile046.csv",0.114902656813581,0.286538172208698,0.0169342500284085
47,"ranFile047.csv",0.125841520414234,0.332669080259033,0.0123529081222968
48,"ranFile048.csv",0.29448587664172,0.262310766069827,0.095531764898429
49,"ranFile049.csv",0.249841506091762,0.262536356567997,0.0828662340528433
50,"ranFile050.csv",-0.058188092473943,0.852952627962994,0.00456013264804932
51,"ranFile051.csv",0.220312636939903,0.493662791217003,0.0367556241924629
52,"ranFile052.csv",0.262335549511733,0.244671941994486,0.0497795428628579
53,"ranFile053.csv",0.469424981388189,0.170021378524952,0.221307676131831
54,"ranFile054.csv",-0.111301042271385,0.777803377740992,0.0143141300148744
55,"ranFile055.csv",0.0515930206137059,0.798577037172457,0.0028893767473877
56,"ranFile056.csv",0.056359590871417,0.643338625708166,0.00265978351547506
57,"ranFile057.csv",-0.0896623651806983,0.413514517796669,0.00788189842100486
58,"ranFile058.csv",-0.136174509668793,0.282620710773023,0.024009307078511
59,"ranFile059.csv",0.106636109745641,0.547284538694057,0.0126263447366077
60,"ranFile060.csv",-0.116275365734995,0.383437856552552,0.0120803632870009
61,"ranFile061.csv",0.387623238282438,0.111457106261088,0.1422238697474
62,"ranFile062.csv",-0.300996882203793,0.156772271717614,0.0817546813956658
63,"ranFile063.csv",0.35686605438444,0.0127557581567343,0.113454506827116
64,"ranFile064.csv",0.0646756597189131,0.608416070893849,0.00419085385279508
65,"ranFile065.csv",-0.0289279654201541,0.843683060766077,0.000983784700183051
66,"ranFile066.csv",0.0897560167139709,0.595603459416217,0.0105710230323988
67,"ranFile067.csv",-0.25541775001734,0.0633629417944536,0.0699917679188451
68,"ranFile068.csv",0.0529874813517281,0.718285188475803,0.00262553213127185
69,"ranFile069.csv",0.0885838047046027,0.582436858500178,0.00708743774730837
70,"ranFile070.csv",0.139241103393306,0.468888209731998,0.0170500910549425
71,"ranFile071.csv",-0.0245689798275357,0.91413963112971,0.000703963871710279
72,"ranFile072.csv",-0.0348629714838233,0.82894454620198,0.00135198293189243
73,"ranFile073.csv",-0.0684910681781003,0.717935822610088,0.00604871717680542
74,"ranFile074.csv",0.164255852648346,0.0894420268841916,0.0327946273101344
75,"ranFile075.csv",0.0167312083674515,0.914967295306741,0.000239977870568771
76,"ranFile076.csv",0.105683563631809,0.647408702886602,0.0081680193993508
77,"ranFile077.csv",-0.318323020276792,0.0496408251637669,0.0748879566367965
78,"ranFile078.csv",-0.179119438178008,0.156523899730553,0.0252480782171378
79,"ranFile079.csv",-0.201152210761564,0.561587157283761,0.0190623123817329
80,"ranFile080.csv",-0.115144950747675,0.287672133781015,0.0154714399981381
81,"ranFile081.csv",-0.0226469291397607,0.821872613299805,0.000559908730204502
82,"ranFile082.csv",0.000977803032568779,0.995638156268224,8.92012747355879e-07
83,"ranFile083.csv",0.0504001224493887,0.6737331578362,0.00217263944396437
84,"ranFile084.csv",0.206832358767976,0.489722861534161,0.0705458137164977
85,"ranFile085.csv",-0.193298922100334,0.0548945948450181,0.045859345510823
86,"ranFile086.csv",0.245644548255651,0.274348530466098,0.0540396032850214
87,"ranFile087.csv",0.119986400205818,0.392746835331116,0.0170380746070538
88,"ranFile088.csv",-0.0721532273921597,0.544557055024922,0.00472621832879771
89,"ranFile089.csv",-0.0224185947625212,0.873018579380352,0.000505672313817074
90,"ranFile090.csv",-0.0480387507214497,0.704088974485874,0.00185955811048197
91,"ranFile091.csv",-0.171690438354159,0.0688213181297659,0.0351595573231423
92,"ranFile092.csv",0.0789547126677002,0.491126540554214,0.00552907755746495
93,"ranFile093.csv",-0.0511088514963014,0.83642192001915,0.00189243781942631
